match_id,radiant_hero_1,radiant_hero_2,radiant_hero_3,radiant_hero_4,radiant_hero_5,dire_hero_1,dire_hero_2,dire_hero_3,dire_hero_4,dire_hero_5,radiant_win
7141177240,69,44,16,34,70,14,100,1,120,62,True
7141204567,21,11,14,45,126,73,84,22,87,9,True
7141222839,104,73,91,88,21,94,62,86,126,85,True
7141232655,114,86,6,38,53,93,83,106,55,94,False
7141234692,39,75,86,109,69,114,74,73,12,5,True
7141266209,73,22,129,86,64,20,126,45,9,44,False
7141285799,114,128,97,12,17,138,104,87,21,137,True
7141310864,40,1,90,5,89,62,126,94,70,28,True
7141318587,5,21,101,2,11,13,73,94,87,108,False
7141324778,44,104,21,90,64,13,105,5,73,46,False
7141372348,62,51,58,93,120,70,84,45,17,87,True
7141380924,94,106,90,9,69,88,17,55,109,111,False
7141396530,1,85,74,108,45,64,93,38,101,13,False
7141402305,107,87,21,12,65,90,114,39,75,4,True
7141441058,94,76,138,31,90,100,114,112,98,107,False
7141447817,94,85,108,34,86,87,21,104,114,121,True
7141451961,39,111,86,69,73,40,101,17,1,88,True
7141489628,62,84,32,73,87,2,126,101,111,104,True
7141506538,5,87,21,41,38,69,23,62,90,114,False
7141521796,100,107,48,98,19,88,94,86,6,84,False
7141544396,10,110,73,40,105,21,5,114,120,84,True
7141591301,86,109,104,87,126,108,105,82,44,97,False
7141597260,31,106,2,93,62,94,137,138,104,100,False
7141620865,84,86,93,104,35,101,70,103,110,17,True
7141642200,10,110,104,105,40,85,86,6,73,76,True
7141687549,86,46,108,87,106,4,19,62,101,58,True
7141713914,58,1,17,73,5,69,94,105,87,32,True
7141716385,57,101,14,87,75,106,135,72,54,5,True
7141732510,105,128,11,12,137,7,5,69,13,14,False
7141759205,3,20,101,85,94,10,104,120,5,105,True
7141798030,95,22,16,86,5,9,57,27,17,46,True
7141818157,75,109,108,105,19,114,74,62,101,5,True
7141841210,7,85,104,13,12,86,105,52,14,57,True
7141844035,2,73,45,106,57,104,101,76,95,87,False
7141886060,75,35,11,14,84,104,40,88,1,101,True
7141899491,3,38,9,11,70,94,108,85,90,106,False
7141906758,87,135,88,22,46,94,17,32,104,86,False
7141967140,126,73,5,135,101,69,105,86,40,63,True
7141990348,62,6,38,19,88,87,129,123,46,22,True
7141997120,100,5,68,8,40,73,57,85,105,106,False
7142013921,75,69,106,111,73,96,86,108,45,70,True
7142077446,84,32,87,101,94,5,46,138,2,86,True
7142081748,26,4,30,104,11,123,126,70,49,86,False
7142110962,126,101,108,109,62,138,34,110,111,73,True
7142123827,108,17,45,5,10,111,38,106,9,48,False
7142159114,88,48,108,19,86,26,104,87,93,11,True
7142160679,59,69,14,76,136,47,101,45,73,86,False
7142165314,108,73,111,9,109,5,114,62,84,74,True
7142277710,53,32,30,110,34,69,128,94,126,58,True
7142330138,69,94,126,31,88,14,123,73,46,105,False
7142619152,18,69,120,30,5,10,87,86,77,21,False
7142670962,54,31,38,36,7,114,100,28,86,5,True
7142718808,94,104,21,62,75,93,106,31,121,1,True
7142721018,109,66,86,36,62,137,101,58,2,73,True
7142729222,21,119,39,104,5,32,40,62,58,114,False
7142747089,39,91,100,14,62,73,87,47,111,88,True
7142763963,21,114,99,62,64,59,40,105,73,47,False
7142777759,104,6,21,62,75,121,94,84,111,126,True
7142799461,9,62,43,21,114,106,104,79,109,5,False
7142827124,73,19,108,58,88,84,5,90,14,61,False
7142855310,69,94,21,80,5,71,23,86,75,93,True
7142858662,1,69,86,64,73,9,5,38,94,13,True
7142864055,1,58,120,79,96,108,86,126,62,94,False
7142901354,4,104,13,101,87,17,62,137,5,109,True
7142919211,110,34,80,38,5,98,32,22,84,18,True
7142934139,73,84,94,64,21,82,58,105,109,69,True
7142936089,62,6,47,120,107,2,94,21,87,12,False
7142982401,98,101,126,87,73,40,100,114,109,5,True
7142983044,58,64,62,106,59,85,108,17,73,101,True
7143015892,73,64,94,58,106,63,40,105,69,11,False
7143040637,73,66,36,88,40,85,101,87,32,59,True
7143050314,69,114,120,89,5,98,73,107,101,87,False
7143067772,111,29,52,114,109,12,39,38,105,66,False
7143116550,98,100,109,88,84,86,48,17,114,55,False
7143117996,85,86,47,88,92,5,39,90,84,59,False
7143141123,9,128,12,19,87,101,18,106,20,94,False
7143175003,104,4,21,105,94,88,55,113,120,62,True
7143180250,93,106,86,83,14,105,109,17,38,5,True
7143188852,45,41,108,85,74,57,101,62,105,8,True
7143194084,32,138,90,120,85,87,58,89,28,61,True
7143198847,109,17,65,62,111,79,94,120,101,73,False
7143208813,6,114,86,47,129,21,5,22,73,19,False
7143263798,126,91,48,99,64,41,21,51,30,9,False
7143270447,5,18,108,90,106,101,126,1,88,58,True
7143285510,45,70,34,87,108,73,105,65,62,14,False
7143296793,101,32,104,30,34,38,87,46,126,62,False
7143306864,123,85,73,111,114,62,32,128,1,31,True
7143316363,68,30,80,91,73,109,17,69,101,103,True
7143329985,17,101,108,4,31,114,105,39,45,84,False
7143360142,120,90,31,93,69,110,4,121,85,11,True
7143367396,5,114,2,30,91,1,101,104,87,65,True
7143369182,73,105,17,86,57,114,36,98,85,5,True
7143376946,17,89,121,2,5,94,14,85,38,90,False
7143400757,73,19,88,63,105,100,96,90,48,135,False
7143428158,39,90,73,89,87,114,28,58,88,49,True
7143479660,126,121,26,2,6,85,90,38,94,52,False
7143480986,106,90,109,31,69,94,86,88,98,34,False
7143498147,114,55,88,2,121,94,87,93,73,126,True
7143506583,19,72,84,73,111,8,68,27,76,14,True
7143510403,111,43,123,70,38,90,78,14,106,5,True
7143520855,5,109,97,90,120,75,55,39,14,73,True
7143590199,94,7,40,2,64,45,21,44,88,5,True
7143630662,73,21,91,58,100,90,106,94,62,87,False
7143639726,73,105,111,35,14,5,29,90,70,76,True
7143645211,5,114,62,90,120,31,69,106,105,41,False
7143683731,35,58,88,87,70,109,31,36,51,100,True
7143687726,106,90,73,97,111,5,101,104,95,17,False
7143755830,93,136,121,106,71,47,2,101,95,31,False
7143762860,111,73,108,90,13,68,69,126,105,70,True
7143790495,73,128,75,126,85,86,137,94,87,104,False
7143863711,31,69,21,101,4,91,73,108,105,52,False
7143880759,66,19,109,62,94,1,137,40,101,106,False
7143902973,30,17,135,75,6,62,107,100,12,29,False
7143953370,100,2,109,128,19,5,61,110,138,73,True
7143962843,119,86,107,78,10,30,100,129,46,88,False
7144021365,109,86,114,5,69,34,104,55,88,94,True
7144041695,9,129,30,11,93,100,107,136,33,70,False
7144065416,40,120,62,109,108,73,74,55,114,103,True
7144100477,6,34,103,55,62,109,86,17,5,84,True
7144103223,86,87,59,108,1,84,126,105,97,114,True
7144150233,63,88,17,85,69,86,66,49,104,94,True
7144152745,94,10,101,31,70,36,111,17,86,48,False
7144158066,10,106,49,90,87,45,17,105,114,108,False
7144208359,14,51,123,126,1,104,119,86,94,18,True
7144245476,39,66,9,40,42,49,108,89,30,58,True
7144257364,87,106,55,90,109,17,88,18,29,45,True
7144275518,120,86,64,38,109,46,92,27,10,60,False
7144302594,100,106,73,87,104,5,19,120,101,95,False
7144402319,108,21,106,90,86,5,51,104,52,65,False
7144431325,54,28,22,51,45,17,96,95,87,19,True
7144432032,88,69,106,70,86,114,119,104,126,103,True
7144440101,94,86,73,31,21,111,1,74,84,5,False
7144465494,76,9,73,19,64,48,47,101,21,104,True
7144475928,109,62,105,69,5,86,88,38,34,10,True
7144484484,98,86,120,90,73,94,108,106,101,5,False
7144485018,126,108,86,51,73,106,38,4,105,5,True
7144490690,40,123,73,21,62,108,86,106,5,93,False
7144492627,94,84,9,121,68,100,73,101,97,31,True
7144508002,52,69,128,121,54,21,104,9,46,31,True
7144515968,126,108,109,5,114,17,38,86,62,6,False
7144521680,65,128,56,103,135,72,36,87,19,73,False
7144530146,60,85,95,86,17,108,73,13,90,68,True
7144533796,90,21,38,85,109,94,104,76,5,86,False
7144537403,126,85,119,40,42,94,14,69,5,48,True
7144551888,95,84,86,26,57,93,123,73,108,111,True
7144566380,63,88,5,73,32,84,87,107,94,90,False
7144568282,69,52,5,107,54,97,93,86,109,106,True
7144578554,85,106,2,45,94,12,40,126,62,111,False
7144597920,101,5,62,90,73,1,68,7,11,14,True
7144613748,69,5,6,119,13,104,79,44,21,87,False
7144616539,12,87,105,32,104,88,94,39,38,5,True
7144623979,73,40,126,62,111,5,65,97,90,8,True
7144627922,39,87,90,84,36,97,45,11,48,92,True
7144647785,138,51,28,68,40,104,64,73,88,128,True
7144663505,70,55,32,73,64,14,31,88,114,94,True
7144665449,94,64,14,120,73,86,98,57,100,32,False
7144670741,2,73,94,90,59,120,62,87,86,14,False
7144671211,70,104,126,5,75,91,106,136,111,73,True
7144697695,21,33,96,85,73,129,68,8,106,75,True
7144716036,126,96,11,109,87,89,121,69,138,63,True
7144734855,69,104,73,86,31,109,88,96,36,87,True
7144736535,84,86,64,73,13,31,98,69,4,101,False
7144754753,73,88,76,94,2,45,101,95,84,87,False
7144762129,46,31,114,17,2,87,84,39,120,35,False
7144789834,55,17,73,103,88,94,126,4,62,86,True
7144819639,87,73,38,90,4,48,21,104,114,5,False
7144822424,64,2,86,21,94,114,63,5,108,126,True
7144833838,21,138,51,49,90,86,94,104,126,85,True
7144852858,69,56,93,21,92,73,34,104,111,88,True
7144870383,41,111,38,5,39,114,87,57,84,126,False
7144912034,87,73,126,104,101,84,62,91,56,5,True
7144912145,5,58,73,2,62,110,104,41,85,74,True
7144943137,87,57,105,73,32,90,5,69,106,44,True
7145029134,12,135,106,105,85,69,58,103,123,73,True
7145046551,45,85,73,135,126,62,5,109,65,84,False
7145051002,88,98,138,69,100,91,48,105,76,32,False
7145138155,111,69,86,45,109,73,38,126,90,64,False
7145168679,21,114,40,108,120,93,126,62,5,65,True
7145238118,17,94,2,90,100,126,84,88,5,73,True
7145294493,90,108,5,41,17,85,47,13,105,114,False
7145327464,59,101,69,94,73,1,38,39,86,40,False
7145350433,31,49,86,34,114,105,21,88,96,46,False
7145431749,104,101,66,39,11,5,18,120,108,62,True
7145434489,87,17,46,128,81,75,70,86,100,49,False
7145492104,84,104,9,65,136,6,38,45,66,46,True
7145511788,86,120,49,84,1,88,98,104,94,101,True
7145547636,17,38,63,64,11,136,84,57,93,9,True
7145582126,62,87,39,108,95,88,137,106,46,19,True
7145642061,69,126,5,138,19,36,62,9,106,48,False
7145678244,18,65,108,90,111,86,46,106,69,85,False
7145710399,53,87,114,106,79,58,26,32,11,14,True
7145753516,8,13,69,62,31,105,73,108,17,58,False
7145763544,34,104,87,101,6,19,111,29,70,9,True
7145798701,17,87,29,86,95,34,1,40,2,88,True
7145849004,87,106,120,90,73,5,62,17,18,65,False
7145902847,90,51,106,42,128,41,97,120,101,5,False
7145942273,90,119,19,109,108,5,120,55,101,70,False
7146007023,86,135,120,4,58,101,46,108,5,107,True
7146034818,138,121,46,69,88,10,84,94,77,103,True
7146039354,97,94,69,85,90,2,101,114,1,5,True
7146043124,4,40,88,71,9,112,19,20,73,31,True
7146065769,114,126,7,77,84,44,104,94,39,5,False
7146073981,106,135,123,114,9,4,21,69,40,86,False
7146075801,19,18,128,87,101,12,88,63,106,104,True
7146077400,94,73,126,90,75,93,5,108,62,21,True
7146085826,69,5,57,104,105,86,109,38,64,126,True
7146100697,80,46,69,21,5,120,73,104,93,138,False
7146110304,93,21,20,86,28,100,5,129,9,73,False
7146119443,94,17,65,101,5,108,126,86,114,93,False
7146122207,28,94,86,64,106,41,45,126,105,69,False
7146125801,55,12,73,62,75,2,40,126,101,94,True
7146130696,23,73,71,26,44,106,42,97,119,5,False
7146139538,43,64,108,72,89,39,87,46,14,129,False
7146167573,21,73,88,39,5,104,75,23,9,18,True
7146167959,106,86,63,68,100,17,73,9,5,103,True
7146174139,69,11,90,87,48,138,105,46,62,111,False
7146177711,45,17,98,4,62,70,19,108,90,86,True
7146185549,94,9,106,62,91,12,90,126,73,5,False
7146206379,9,111,135,101,93,19,64,41,75,57,True
7146212063,114,9,111,126,73,84,39,45,86,63,True
7146213663,108,109,69,13,5,84,62,87,126,35,False
7146234074,73,108,40,120,90,94,29,126,86,75,True
7146246056,22,84,6,86,7,52,58,4,88,31,False
7146263476,103,119,71,120,21,29,108,126,4,72,True
7146300400,100,35,86,85,14,106,91,41,101,5,True
7146300731,126,38,86,111,14,63,5,101,2,13,True
7146303404,73,70,74,90,40,93,108,39,94,62,False
7146316740,86,70,26,77,126,111,5,106,98,114,False
7146344525,11,101,86,38,63,5,40,100,120,14,False
7146356104,45,100,128,51,91,13,68,8,72,49,True
7146383734,90,21,51,40,106,39,138,5,120,2,True
7146398756,21,37,88,44,96,22,70,20,90,87,True
7146427799,85,21,93,101,104,5,73,114,2,94,True
7146436506,86,85,94,120,92,101,4,17,88,104,True
7146491944,73,31,126,135,101,84,106,58,95,92,False
7146516916,111,106,12,40,62,94,5,49,105,57,False
7146605492,69,21,95,86,85,100,5,109,114,108,True
7146620335,105,40,73,1,76,2,94,90,32,101,False
7146756805,73,98,5,108,128,86,113,101,69,90,True
7146785453,120,86,85,104,48,5,17,73,47,79,True
7146893394,36,73,55,111,88,95,104,101,126,94,True
7146905009,54,57,101,2,85,104,126,58,105,48,True
7146956767,31,126,69,101,44,26,114,12,97,62,True
7146962471,69,12,62,101,106,8,2,59,5,135,False
7147032002,84,120,95,100,19,58,119,54,126,2,True
7147101580,101,1,80,96,128,19,88,46,87,110,False
7147184020,62,129,87,17,6,14,5,106,4,43,True
7147262259,31,100,38,90,109,98,6,69,87,84,False
7147264526,21,106,54,5,100,137,11,75,88,48,True
7147325402,98,39,26,4,105,19,101,5,70,11,True
7147328944,13,5,93,105,69,87,17,89,108,90,False
7147360705,126,101,69,114,30,11,5,4,58,108,True
7147370253,13,5,100,109,69,87,17,108,90,6,True
7147385066,11,79,128,96,70,17,6,104,31,88,False
7147408962,109,19,38,90,87,5,23,114,73,69,False
7147449612,5,13,62,53,69,11,17,85,90,87,True
7147531390,108,137,86,5,42,17,98,4,123,45,True
7147563838,18,86,69,120,84,109,110,77,126,103,False
7147567147,46,87,84,72,96,106,5,4,62,128,True
7147568479,31,65,34,4,62,108,126,86,5,73,True
7147588854,114,110,103,90,55,42,9,69,120,87,True
7147597105,65,29,45,73,19,48,75,84,74,69,True
7147601545,18,104,52,62,91,21,5,12,84,126,True
7147605807,84,17,86,101,73,46,108,90,18,9,False
7147616996,21,38,86,109,5,94,31,9,104,18,True
7147620640,105,106,108,5,94,6,36,85,86,73,False
7147624245,8,5,7,86,97,69,23,85,56,48,True
7147635389,69,70,73,62,86,21,108,94,84,126,True
7147640788,93,37,86,48,77,21,1,114,70,5,True
7147646522,94,51,39,108,4,73,17,55,88,86,False
7147654353,52,91,89,108,31,18,39,9,51,129,False
7147658306,73,104,105,11,31,90,88,17,62,94,True
7147671507,94,53,114,106,84,104,37,109,69,13,False
7147685941,94,17,98,62,5,111,32,86,109,69,True
7147688699,44,64,120,27,57,128,58,87,71,73,True
7147691290,47,104,12,121,106,70,73,2,62,87,True
7147702321,108,86,126,10,84,96,5,80,119,74,False
7147702477,97,62,87,31,14,101,73,98,6,85,True
7147716278,128,109,45,19,104,76,5,84,18,72,True
7147731629,104,12,68,121,106,114,38,73,45,75,False
7147733455,101,97,120,128,4,106,2,63,5,70,True
7147745455,70,120,87,135,101,126,138,100,5,14,False
7147754447,45,73,111,55,88,10,19,31,35,100,False
7147767098,39,86,2,89,106,69,5,13,84,8,True
7147778449,18,94,87,28,23,93,1,21,121,5,False
7147793428,21,108,102,48,9,94,23,121,101,84,False
7147805559,56,32,121,94,63,86,106,39,38,89,True
7147813947,45,126,107,101,14,46,87,90,38,106,True
7147827790,126,123,32,6,62,100,86,45,104,73,False
7147843905,114,86,106,38,70,48,85,81,76,119,True
7147851542,73,86,137,62,64,57,101,126,45,95,True
7147867686,9,5,70,101,97,57,111,69,73,104,False
7147902559,94,62,39,104,86,55,64,22,111,73,True
7147906629,36,86,91,17,14,104,69,45,40,13,True
7147932674,101,32,68,45,62,5,92,73,93,86,True
7148003134,40,93,39,101,62,5,86,36,14,96,False
7148051930,101,104,106,86,8,108,11,85,121,126,True
7148101920,84,17,95,9,92,61,114,75,69,101,True
7148142346,28,85,135,73,111,104,68,54,101,84,False
7148204607,73,61,111,108,9,95,105,62,92,5,False
7148245608,96,73,64,90,120,121,62,94,21,69,False
7148279954,101,64,62,126,59,8,5,90,11,38,True
7148362234,58,69,73,87,74,101,48,64,104,11,True
7148379454,58,126,62,96,114,123,43,32,9,137,True
7148433703,62,126,8,123,31,45,93,105,97,73,False
7148451603,9,10,138,91,30,58,126,101,108,46,False
7148539576,62,1,87,104,40,8,85,135,2,101,False
7148610774,5,46,14,30,91,104,74,111,81,101,True
7148623998,101,43,62,38,5,86,53,106,85,6,True
7148680651,4,65,108,86,5,73,106,57,45,85,False
7148707189,14,48,111,94,85,26,1,40,105,11,False
7148737293,42,106,97,90,58,32,17,69,45,5,False
7148747834,128,93,69,34,114,33,10,110,62,100,True
7148820164,5,23,88,109,69,105,126,73,55,86,True
7148859820,105,48,39,85,69,40,70,86,106,108,True
7148892432,5,11,62,65,69,91,73,52,58,104,True
7148953617,86,85,88,106,93,109,17,4,45,51,False
7148983418,73,120,97,40,90,51,70,138,37,39,True
7148985595,8,97,119,17,5,10,105,98,90,110,False
7148986734,94,86,37,120,29,106,73,108,87,91,False
7149017230,17,31,97,54,103,95,94,9,30,96,False
7149025294,10,98,110,21,105,4,88,106,5,96,False
7149025681,69,75,120,62,8,73,40,85,111,15,False
7149039396,14,21,119,5,32,109,92,126,87,135,True
7149045899,106,101,68,94,129,45,4,5,91,12,False
7149056089,76,73,62,21,5,86,106,9,38,114,False
7149066247,41,62,85,87,2,90,17,5,95,99,True
7149066327,9,86,88,72,13,106,38,89,90,68,True
7149071615,69,8,17,5,86,104,105,91,45,62,False
7149082001,52,72,9,138,84,22,11,128,19,64,False
7149088497,100,8,88,15,5,120,58,104,21,93,False
7149095157,80,53,52,66,58,114,7,55,74,86,True
7149111943,9,19,96,31,44,126,21,84,6,105,False
7149114837,104,90,86,12,120,69,70,39,5,105,True
7149118489,41,85,38,101,13,21,62,69,6,90,True
7149121051,20,52,38,48,45,106,108,89,86,90,True
7149122787,104,87,126,57,4,14,39,70,106,84,True
7149144571,106,94,84,48,56,19,73,18,5,86,False
7149153558,111,94,19,109,135,126,1,62,64,93,False
7149158642,98,69,42,39,87,84,5,106,21,86,False
7149169475,93,85,108,45,120,96,41,74,101,64,True
7149181440,10,93,31,14,40,43,64,54,57,101,False
7149197282,86,43,72,46,84,69,95,126,5,104,True
7149207256,86,69,109,31,21,87,8,96,39,101,True
7149222318,114,13,110,137,45,19,129,18,30,88,True
7149226241,8,97,31,86,73,109,62,106,108,87,False
7149241846,114,86,120,1,38,101,111,106,69,48,False
7149255320,46,53,19,59,88,70,22,43,86,57,True
7149259205,8,87,104,101,17,62,138,64,85,106,False
7149269317,21,85,54,86,106,108,62,36,87,6,True
7149281953,86,88,73,36,39,90,40,106,18,38,False
7149300321,70,64,91,135,99,40,57,32,36,101,True
7149317921,57,17,82,101,92,105,73,62,36,87,False
7149341533,27,74,32,8,14,59,67,20,55,107,True
7149341796,14,6,17,5,71,88,86,13,8,104,False
7149342071,1,45,96,5,126,69,93,57,62,94,False
7149373653,11,105,5,69,36,92,137,93,62,86,False
7149412410,5,40,114,108,23,93,21,73,105,75,True
7149441218,87,88,32,62,21,71,106,94,86,92,True
7149493444,110,68,94,104,106,108,73,36,90,87,True
7149551026,105,66,1,32,96,56,120,94,92,100,True
7149618226,114,38,68,69,75,108,47,62,10,5,True
7149637528,108,105,95,123,31,138,66,86,32,69,False
7149745137,114,69,86,16,40,108,110,21,12,74,False
7149758345,69,86,45,120,32,109,96,101,105,19,False
7149785851,119,32,17,10,38,86,69,109,5,19,False
7149831596,38,70,126,62,31,5,41,104,110,120,True
7149871250,68,100,104,109,126,112,17,123,98,4,False
7149872861,108,1,101,85,74,44,94,32,128,104,False
7149948532,32,61,88,73,36,104,18,108,101,68,False
7149948567,123,119,10,93,98,84,78,114,106,62,True
7150031967,62,87,126,108,54,19,105,98,4,57,True
7150089378,58,126,105,108,73,70,114,38,101,5,True
7150102348,49,64,70,17,101,97,126,79,62,73,False
7150150830,85,17,38,86,94,58,106,105,114,1,False
7150158150,14,73,34,6,110,49,101,1,75,11,True
7150199194,106,5,6,119,29,74,84,49,73,86,False
7150230717,126,29,86,58,73,83,101,21,138,38,True
7150257966,58,32,55,106,114,17,135,18,90,101,True
7150294496,17,70,45,100,29,90,88,120,138,38,True
7150370936,106,114,5,69,90,51,93,126,21,58,True
7150402114,71,88,95,120,55,13,37,57,93,100,True
7150403761,40,109,9,128,28,52,73,108,5,19,True
7150405340,48,7,16,19,84,8,126,39,5,88,False
7150429163,88,86,22,10,51,39,84,41,69,90,True
7150429364,9,87,73,90,96,48,19,40,129,79,False
7150437220,106,84,58,86,109,19,105,52,21,5,True
7150444777,93,62,57,37,38,21,109,5,108,106,True
7150456828,23,12,21,31,19,106,47,45,101,94,False
7150471189,80,96,28,72,5,109,126,9,104,14,True
7150481413,97,62,106,87,93,119,6,85,108,126,False
7150485590,73,126,47,62,58,82,108,18,86,5,False
7150491066,18,21,14,5,120,106,9,103,94,54,True
7150495215,106,31,104,67,101,96,113,86,120,5,False
7150520598,39,63,84,105,62,76,64,73,9,58,True
7150523329,126,2,31,93,86,109,90,17,108,87,True
7150524165,52,54,104,21,5,96,106,12,75,71,False
7150546339,64,62,57,87,73,5,114,104,40,17,False
7150555627,106,4,101,73,5,19,29,64,63,86,False
7150560020,128,89,75,106,71,18,45,69,46,5,True
7150596792,120,21,105,46,129,101,11,87,104,41,True
7150603963,65,111,135,89,103,106,44,21,60,88,True
7150610354,119,5,114,85,11,108,62,106,90,6,True
7150636557,86,73,57,58,96,120,69,105,8,31,False
7150637334,120,37,69,101,18,114,100,138,21,38,True
7150655435,21,128,57,8,121,45,72,87,29,70,True
7150683808,62,46,72,21,104,9,39,58,98,109,True
7150688062,2,9,85,4,74,38,119,120,87,11,True
7150692536,45,84,86,14,97,94,32,9,76,100,False
7150692861,22,73,71,5,91,9,85,35,129,75,False
7150743148,73,135,21,5,86,97,69,101,105,4,True
7150765394,94,105,2,120,89,114,1,126,5,111,True
7150829015,1,64,9,73,47,94,108,89,70,58,True
7150845432,43,89,5,104,105,54,38,126,62,111,True
7150907188,40,101,126,73,88,32,5,45,46,69,False
7150928783,38,95,126,90,5,89,31,108,21,114,True
7151050076,45,94,19,111,14,93,17,91,97,62,False
7151055248,70,55,21,69,5,126,38,84,90,94,True
7151135920,17,88,91,14,21,106,86,5,69,59,False
7151233485,31,19,105,49,10,107,66,108,86,70,False
7151235088,17,104,14,105,91,94,90,45,106,84,False
7151322762,87,110,69,54,97,30,96,86,120,12,True
7151337758,5,128,61,90,59,97,104,93,40,62,False
7151407107,104,5,114,59,101,106,90,2,64,73,False
7151458792,106,129,68,26,21,73,70,38,66,11,True
7151472181,101,137,87,104,41,69,93,85,13,58,False
7151531022,9,38,70,66,11,86,104,5,76,21,False
7151598259,41,106,69,101,85,93,58,126,86,108,True
7151606922,128,114,123,84,19,49,11,70,3,86,False
7151674930,32,106,94,107,45,90,70,65,5,120,False
7151677320,49,87,56,98,86,128,123,17,50,59,False
7151704019,31,70,108,19,45,114,15,74,105,5,True
7151708550,40,120,2,73,68,64,69,93,86,39,True
7151714180,12,121,108,32,9,86,90,97,106,109,False
7151729097,94,23,38,90,58,12,86,98,45,108,True
7151734674,17,100,123,128,21,126,93,111,86,108,True
7151754671,101,120,95,87,108,86,97,114,11,90,True
7151763991,97,31,126,119,70,44,108,19,5,101,True
7151771936,58,100,69,90,109,83,105,65,138,38,True
7151790616,109,23,17,87,90,62,41,120,31,65,False
7151795741,94,45,107,39,65,90,109,29,135,52,False
7151797883,18,21,9,28,68,104,39,105,40,73,False
7151797957,101,93,69,106,128,41,72,86,98,120,True
7151813568,9,88,73,18,55,79,106,114,105,109,True
7151822307,138,69,120,90,101,42,38,51,57,86,True
7151826367,114,87,101,120,97,100,69,5,52,73,False
7151834193,32,98,84,90,46,75,48,17,86,73,False
7151877733,45,62,65,138,55,111,120,108,90,1,False
7151898309,62,76,9,111,100,69,95,105,49,5,True
7151943916,105,109,108,100,62,120,54,69,5,101,True
7151944785,41,101,21,84,104,8,5,98,126,119,True
7151976748,52,12,32,83,86,69,114,105,57,21,True
7151984703,44,40,98,39,107,4,104,19,21,84,True
7151995510,95,62,120,111,85,119,104,114,5,17,False
7152016221,17,70,101,84,2,106,40,71,69,46,False
7152039071,114,135,39,101,2,5,12,85,73,11,False
7152048559,121,69,5,93,101,84,9,120,46,47,True
7152058735,100,32,55,46,5,21,31,71,8,30,False
7152097110,87,114,94,108,23,21,85,106,55,6,True
7152100999,69,1,120,30,18,40,32,89,106,84,True
7152103586,11,88,87,126,65,37,94,9,104,51,False
7152160603,84,109,126,86,5,104,44,101,106,87,False
7152181545,5,93,104,40,126,95,85,22,79,108,True
7152200782,1,48,16,5,19,94,104,51,9,87,False
7152205349,87,104,85,120,44,114,13,70,38,5,False
7152254518,14,9,137,138,86,27,98,11,84,18,False
7152256404,109,75,21,31,120,52,62,94,114,9,False
7152290529,13,2,101,18,88,104,94,38,86,11,False
7152315106,29,53,62,72,94,74,10,86,14,119,False
7152334900,128,95,9,123,64,72,136,47,121,5,True
7152348841,19,55,62,11,31,104,85,17,101,70,False
7152389858,128,51,114,69,62,88,108,72,34,4,True
7152397875,105,5,57,97,114,104,85,126,101,41,False
7152412770,103,52,114,100,104,10,101,40,43,62,True
7152420537,108,45,32,94,86,106,88,63,87,6,False
7152470438,64,90,104,21,12,38,13,94,79,31,True
7152471062,46,39,112,57,86,110,70,65,100,104,True
7152520951,11,14,111,97,119,104,101,85,32,63,True
7152543210,13,136,44,69,85,8,128,21,22,56,False
7152555655,85,57,86,126,12,73,40,21,87,98,False
7152600135,89,62,16,87,36,58,126,96,65,21,True
7152621210,41,128,94,75,7,8,120,129,76,5,False
7152724920,18,126,108,68,86,129,22,44,94,90,False
7152726527,108,85,41,105,106,5,21,62,47,114,True
7152751690,58,69,86,19,93,96,32,62,126,87,True
7152785155,138,11,48,30,91,63,19,128,28,14,True
7152842630,2,85,135,101,6,75,106,105,104,49,True
7152863639,62,97,39,29,33,57,126,40,56,7,False
7152887980,87,101,89,104,36,58,63,106,38,4,False
7152915483,111,96,13,94,85,12,126,45,86,108,False
7152926937,5,114,126,88,69,87,21,49,46,86,True
7152942759,46,56,88,136,73,44,98,57,14,33,True
7152945322,39,109,57,90,58,19,73,65,31,101,True
7152947281,101,111,69,21,70,114,113,31,4,62,True
7152968165,69,85,21,63,73,101,5,2,34,70,True
7153023068,87,58,39,6,69,68,17,44,86,96,True
7153026840,40,17,32,97,85,41,43,108,90,111,False
7153039860,63,111,97,120,104,114,11,87,93,135,True
7153069260,111,38,93,106,62,11,31,101,8,97,True
7153107346,86,5,34,96,6,58,69,93,111,65,False
7153124234,62,70,5,100,90,120,32,69,86,31,True
7153136024,109,5,85,1,69,87,56,94,97,88,False
7153161744,58,87,108,126,109,85,73,135,86,93,False
7153192649,62,126,31,35,129,86,111,69,8,106,False
7153210744,104,93,62,86,58,5,109,65,108,90,False
7153241167,5,105,69,17,109,1,108,26,120,58,True
7153287355,49,64,8,128,13,104,10,4,30,79,False
7153302648,90,70,38,5,19,69,46,104,86,101,False
7153320736,5,63,29,73,93,31,108,13,90,109,True
7153358930,14,101,51,6,9,49,86,70,11,87,True
7153379459,30,44,65,88,23,93,39,2,86,111,True
7153413704,106,101,104,5,114,19,111,88,94,108,True
7153446385,39,101,73,87,69,11,104,110,94,5,False
7153446429,31,23,4,108,86,114,90,55,51,65,False
7153486887,93,5,62,55,21,109,52,69,101,91,True
