match_id,radiant_hero_1,radiant_hero_2,radiant_hero_3,radiant_hero_4,radiant_hero_5,dire_hero_1,dire_hero_2,dire_hero_3,dire_hero_4,dire_hero_5,radiant_win
7119577917,70,43,108,66,107,110,81,101,69,62,True
7119582947,73,100,138,37,105,46,21,45,28,75,False
7119588186,19,89,9,29,105,138,38,17,85,86,True
7119676880,44,51,39,36,87,22,72,5,70,40,False
7119695715,87,89,114,69,105,73,13,104,9,107,True
7119737569,64,12,58,21,14,4,69,5,119,126,True
7119749558,32,44,120,88,97,5,93,43,74,128,True
7119765928,93,38,46,9,62,95,69,13,64,86,False
7119779250,123,27,39,101,7,48,110,46,121,29,False
7119879725,102,10,84,11,100,71,51,22,86,109,False
7119885413,62,109,104,102,105,138,65,33,9,71,False
7119915183,54,68,120,97,86,67,33,43,64,83,False
7119986843,58,106,96,93,121,41,120,129,9,36,False
7119991703,18,99,62,106,9,59,120,10,51,5,True
7120022865,21,59,12,100,5,38,106,51,128,25,False
7120023171,67,13,58,71,98,114,135,5,18,35,False
7120039533,100,114,58,123,16,105,66,106,95,137,False
7120060434,93,9,31,22,138,114,5,13,135,88,True
7120085930,58,14,69,21,13,66,88,114,101,12,False
7120110738,89,58,36,86,111,80,62,33,76,128,True
7120145694,109,9,106,101,104,86,43,5,70,13,True
7120157287,109,86,17,58,69,48,43,85,71,137,True
7120194472,105,69,51,11,46,101,75,42,129,106,False
7120196116,66,36,126,119,138,58,109,69,87,46,True
7120200515,49,123,87,126,70,7,95,86,98,105,False
7120224573,138,120,51,9,73,105,19,135,69,48,True
7120282320,138,137,87,41,19,120,12,100,38,90,False
7120303635,5,109,36,128,19,41,100,120,9,43,False
7120313265,39,88,86,95,9,91,48,137,138,99,False
7120332261,93,37,128,51,77,27,64,29,106,41,False
7120385305,49,54,86,107,35,110,64,119,22,114,False
7120401801,35,32,84,74,9,89,100,38,128,86,False
7120410176,136,49,65,100,87,63,13,135,9,73,False
7120422520,114,100,91,86,38,68,81,47,69,88,True
7120430741,48,75,43,101,104,74,138,128,110,86,True
7120473394,86,109,108,106,66,44,75,38,100,52,True
7120473818,96,101,13,70,5,49,114,48,86,35,False
7120487987,12,13,43,100,128,11,22,51,119,38,True
7120502848,12,17,135,101,104,114,65,108,100,5,True
7120515941,32,120,92,93,58,44,39,75,100,69,True
7120534320,105,76,44,87,135,58,86,53,39,43,False
7120539786,32,17,104,86,58,46,105,59,87,69,False
7120562962,12,75,128,119,38,9,85,108,102,49,False
7120571656,58,37,62,43,22,105,10,87,32,126,True
7120588479,120,114,86,5,55,109,128,69,19,9,True
7120629456,93,11,9,38,85,114,35,135,106,75,True
7120760830,84,19,138,106,85,114,58,104,136,101,False
7120769506,128,5,60,53,123,137,17,87,4,62,False
7120797930,137,9,66,114,17,18,138,120,29,110,False
7120803325,135,113,48,58,14,7,87,138,22,67,True
7120805900,114,11,104,84,88,30,52,4,28,5,False
7120844319,96,119,65,46,5,9,21,2,91,48,False
7120859470,49,74,114,87,110,62,39,69,70,50,False
7120859639,101,53,100,65,10,62,106,69,111,48,False
7120871042,128,138,84,85,106,64,32,89,76,26,False
7120887282,71,18,101,22,85,86,13,77,50,109,False
7120906564,120,48,49,110,78,123,4,104,66,43,False
7120913705,108,107,85,70,69,126,138,18,9,100,False
7120932362,5,46,128,62,126,101,11,104,66,32,False
7120935668,106,135,138,51,86,67,59,69,123,75,True
7120935943,77,50,87,70,86,22,95,135,62,85,False
7120965232,58,43,100,138,104,85,65,135,95,86,False
7120987726,22,66,73,137,85,76,100,50,93,27,True
7121001446,1,52,16,114,5,101,89,74,32,9,True
7121001886,104,5,32,86,8,64,58,73,62,11,True
7121006041,54,100,135,9,86,138,104,137,51,106,False
7121015612,44,5,126,86,137,17,101,77,58,73,False
7121064365,109,64,32,51,90,85,65,128,107,113,False
7121068109,135,96,27,114,5,86,120,32,30,138,False
7121082868,5,54,49,62,58,123,9,73,32,106,True
7121091529,138,126,78,63,51,87,9,46,4,14,True
7121103861,106,69,5,101,8,42,138,100,64,58,True
7121126014,1,106,77,9,58,93,51,128,10,137,False
7121132192,32,138,26,82,9,46,29,62,86,5,True
7121144918,48,51,32,119,13,64,65,62,128,67,False
7121190396,47,105,58,75,62,69,74,87,101,73,True
7121202596,14,110,10,13,87,98,35,86,121,44,False
7121224967,66,46,107,17,69,80,120,47,100,58,False
7121226705,46,126,69,100,58,84,43,93,104,9,True
7121256314,90,74,98,97,1,14,72,17,84,2,False
7121270254,17,9,77,101,14,98,57,42,58,5,True
7121313738,58,70,96,86,49,10,43,108,66,32,True
7121316753,1,106,104,72,26,21,93,16,111,86,False
7121327411,73,43,58,106,51,76,36,63,114,9,False
7121328748,138,19,101,104,87,63,105,71,75,56,False
7121331915,98,39,9,32,26,86,23,138,120,89,False
7121338689,51,138,22,9,80,21,58,5,100,73,False
7121343942,135,12,74,86,85,14,76,137,111,5,True
7121345114,44,32,40,66,86,46,108,96,9,114,False
7121409621,106,1,16,64,72,44,138,129,37,123,False
7121418007,1,90,33,66,107,91,99,80,51,52,False
7121445429,123,43,114,51,59,49,70,106,62,110,True
7121447402,51,93,31,113,2,87,62,106,12,76,True
7121447808,4,101,100,69,111,85,123,1,135,17,True
7121448848,32,88,126,101,50,62,138,135,49,6,False
7121449522,41,5,6,119,49,91,32,62,58,114,False
7121461919,15,105,90,104,60,31,86,73,96,114,False
7121472856,38,137,138,13,85,15,106,32,50,66,False
7121482769,119,126,77,86,18,12,98,43,71,9,True
7121521515,18,138,9,135,31,100,5,40,12,19,False
7121524512,128,96,114,38,101,64,44,69,52,86,True
7121557264,80,79,121,12,25,93,111,36,62,19,False
7121578039,35,59,100,77,105,1,17,7,107,86,True
7121580741,12,99,5,26,14,31,73,123,114,100,False
7121583282,60,138,106,5,85,114,59,58,50,84,True
7121593589,100,138,59,87,69,31,123,76,73,14,True
7121602112,30,14,29,76,54,107,98,11,19,64,False
7121613282,19,63,14,5,97,9,87,1,128,103,True
7121657776,6,9,55,106,128,75,38,109,86,43,True
7121689345,18,69,13,123,114,89,9,39,86,137,True
7121704497,16,6,100,58,106,12,32,101,121,49,True
7121706094,45,123,101,54,2,93,84,26,40,97,False
7121723877,93,17,104,90,85,67,38,120,75,111,True
7121740499,66,93,69,128,13,31,137,98,5,138,True
7121765659,99,68,138,111,100,57,70,47,31,82,True
7121773859,74,35,104,85,64,111,57,62,105,44,False
7121818140,70,104,126,90,31,93,2,74,58,111,True
7121823283,35,129,93,31,51,57,36,138,19,87,False
7121826788,17,104,105,8,51,98,58,2,64,12,False
7121841047,19,109,61,62,86,91,93,32,51,17,True
7121876704,10,86,45,21,108,9,96,87,114,119,True
7121890931,37,38,93,49,119,106,86,77,47,128,True
7121894134,128,101,2,64,54,7,67,38,17,87,False
7121895328,66,108,36,86,18,85,109,49,9,35,True
7121960606,2,31,99,9,32,77,54,87,106,101,True
7121982642,87,34,69,41,105,114,135,62,31,58,False
7122001867,58,23,109,97,111,9,79,137,47,73,False
7122028845,87,138,108,86,13,66,32,120,110,93,True
7122060059,114,9,73,46,68,91,138,104,27,32,False
7122089513,12,105,65,137,58,54,123,106,5,69,True
7122093164,19,106,92,109,9,86,95,100,75,69,False
7122123248,86,69,101,13,18,9,50,92,73,114,False
7122139268,109,62,129,106,58,138,28,87,9,22,False
7122142333,73,108,9,32,58,85,12,69,27,126,False
7122163122,5,108,17,86,18,87,114,96,119,39,True
7122189665,86,87,38,54,49,99,9,106,108,5,False
7122190240,62,126,102,58,73,9,99,59,40,49,False
7122226931,6,66,101,81,35,138,38,86,5,33,False
7122259749,5,93,69,101,46,90,108,11,123,99,True
7122264740,58,12,62,92,36,11,69,89,123,104,False
7122290636,105,49,58,86,6,39,48,22,16,110,False
7122307683,46,74,108,107,5,66,128,43,51,70,True
7122327016,5,99,49,76,86,93,52,51,38,58,False
7122346594,87,138,90,104,106,43,135,51,105,108,True
7122359723,104,13,123,105,73,138,102,128,136,43,True
7122404291,138,13,108,107,101,85,32,38,86,93,False
7122409284,105,109,52,60,58,86,89,69,120,85,True
7122413888,87,73,90,104,47,106,109,114,86,43,True
7122414208,104,64,32,35,14,129,98,119,22,10,False
7122430711,46,1,105,73,66,36,86,2,114,58,True
7122459389,12,86,106,5,40,49,3,128,48,52,False
7122461891,100,98,12,66,52,23,4,110,69,87,False
7122467503,46,17,108,137,5,87,65,138,100,109,True
7122476857,17,70,69,123,87,104,42,138,51,68,False
7122499870,105,81,138,26,120,86,39,14,49,106,True
7122521967,66,52,73,107,69,94,74,96,7,87,True
7122567425,66,62,100,101,73,12,106,63,7,58,False
7122587236,100,86,69,126,138,137,43,75,67,51,False
7122593344,87,17,114,107,99,73,138,38,86,64,True
7122632975,62,52,38,45,5,44,51,128,129,35,False
7122638320,5,58,114,18,14,69,21,107,66,94,True
7122660772,32,128,137,58,49,106,54,98,9,85,True
7122667422,3,86,96,82,14,69,126,101,51,46,True
7122675403,69,106,119,18,5,4,31,104,90,9,False
7122684700,11,57,111,28,101,19,16,95,123,64,False
7122705303,10,91,104,34,86,45,69,5,106,63,False
7122709645,126,9,72,138,31,34,8,111,75,129,True
7122717247,114,52,32,9,31,128,126,66,70,86,True
7122719972,6,84,99,111,32,44,62,119,31,76,True
7122742857,88,69,5,32,54,38,126,66,86,18,False
7122748138,32,70,22,111,19,46,23,121,64,71,False
7122764667,93,114,29,62,87,46,40,106,9,119,False
7122771341,123,32,89,106,86,138,49,98,128,51,True
7122775609,62,5,106,58,73,12,114,78,128,85,False
7122781656,98,114,21,46,84,38,100,71,86,10,True
7122786048,10,86,123,5,71,97,22,72,138,31,True
7122812986,106,80,52,62,66,48,38,114,86,5,False
7122817128,86,58,69,38,54,52,21,81,109,84,True
7122822552,35,75,46,40,104,9,135,12,86,31,True
7122834589,67,126,69,9,84,109,52,78,63,51,False
7122834696,104,6,38,86,85,14,96,105,99,5,True
7122855349,75,138,96,106,9,62,98,77,73,3,False
7122857681,69,135,78,114,85,86,87,41,72,98,True
7122859797,10,13,98,100,66,62,19,86,114,38,True
7122903415,104,138,63,19,20,52,4,90,99,31,False
7122914634,95,105,73,85,112,104,67,38,5,37,True
7122920185,138,120,96,111,51,62,137,86,75,46,True
7122935447,1,58,73,126,86,9,17,69,68,82,False
7122940156,11,3,38,106,84,82,87,97,86,46,True
7122942992,101,105,38,14,19,12,58,51,72,111,True
7122947549,62,87,93,98,86,109,21,84,101,99,True
7122969221,112,70,73,84,65,60,83,99,11,105,True
7122971716,40,73,16,62,13,89,43,126,64,69,False
7122975251,50,96,32,75,58,10,19,86,62,84,True
7122991834,54,86,107,126,5,13,58,73,87,69,False
7123011493,76,135,45,19,42,100,103,12,108,64,True
7123021647,110,17,1,105,84,128,106,55,138,114,False
7123030776,73,36,39,37,69,5,101,137,17,12,True
7123058359,101,12,42,16,66,73,105,104,90,5,False
7123059679,9,5,108,36,49,98,96,12,72,58,True
7123075551,32,104,119,50,138,23,1,31,19,14,False
7123093193,21,98,4,31,128,78,58,5,70,22,False
7123098824,71,69,109,5,120,84,11,38,88,42,True
7123152152,5,76,67,32,9,21,38,6,51,85,True
7123163670,106,32,9,69,123,3,86,38,138,98,True
7123180347,82,32,26,17,86,71,69,80,84,11,False
7123194742,126,12,86,9,106,14,84,89,58,138,True
7123227632,31,105,32,43,104,21,48,66,47,38,False
7123266745,126,32,41,58,105,64,73,137,19,9,False
7123302036,76,128,47,8,58,65,43,138,105,85,True
7123326906,101,38,5,8,126,37,105,44,123,78,True
7123333836,43,73,31,114,33,64,4,105,38,22,True
7123435191,98,85,95,5,11,58,62,87,73,17,False
7123439106,73,86,38,126,75,100,101,1,98,51,True
7123441694,106,32,112,73,102,54,5,66,62,16,True
7123553510,36,32,2,31,45,19,86,58,73,74,True
7123556694,73,62,55,126,68,86,114,128,88,120,True
7123566487,108,106,35,86,85,89,76,9,88,47,False
7123587850,51,138,43,62,55,87,74,137,98,89,True
7123593705,88,106,129,123,6,138,120,62,98,111,True
7123672036,138,100,5,62,49,58,126,18,101,129,False
7123686445,8,39,58,62,128,5,13,9,21,85,False
7123686861,9,13,119,69,138,31,8,32,105,137,True
7123695093,45,41,126,27,108,73,38,58,90,88,True
7123720504,71,62,70,111,17,104,86,137,5,10,True
7123779589,98,93,101,62,49,59,85,46,128,2,True
7123798209,86,12,65,62,137,110,43,51,104,93,True
7123824887,89,49,31,106,86,85,14,138,27,69,False
7123844647,49,12,96,101,66,106,16,85,114,128,False
7123849174,13,105,30,95,135,17,70,86,37,129,False
7123923335,17,53,46,85,107,106,12,38,128,87,True
7123937766,9,88,17,114,55,51,19,69,86,11,True
7123973496,98,7,11,79,105,49,43,54,87,86,False
7124037387,9,101,120,73,96,87,86,108,126,46,False
7124038650,137,76,86,75,32,33,11,79,93,119,False
7124045912,89,86,106,85,38,40,88,73,62,9,False
7124078353,86,37,70,135,106,58,138,100,2,11,True
7124083544,83,9,82,138,38,5,126,69,87,93,False
7124103976,73,126,62,92,9,107,93,82,5,65,True
7124115083,114,106,63,100,5,87,65,38,9,4,True
7124148968,87,59,29,123,89,93,120,38,62,58,True
7124188537,109,106,104,128,58,87,17,29,123,93,True
7124245416,67,19,36,120,87,11,135,13,86,62,True
7124273208,62,54,71,120,84,82,26,32,86,22,False
7124274335,9,119,129,138,64,39,1,75,84,71,True
7124294066,51,138,47,89,9,6,64,2,43,100,False
7124301654,46,58,21,86,71,100,31,78,123,12,True
7124301826,114,126,5,32,33,7,10,104,17,84,True
7124317890,4,73,112,105,84,58,10,126,128,114,False
7124327249,104,101,32,58,39,73,62,107,123,66,False
7124332850,106,72,55,138,111,54,47,101,84,71,False
7124345024,55,32,106,59,84,53,121,28,52,70,True
7124361346,126,32,86,89,123,138,52,96,26,51,True
7124361476,93,40,9,5,73,12,58,126,27,70,False
7124362390,81,104,58,68,32,62,126,9,2,138,True
7124365357,84,32,5,105,16,109,19,26,87,129,True
7124374675,88,87,126,38,93,55,19,32,59,84,False
7124393706,44,114,128,5,104,106,21,103,9,31,False
7124399402,138,120,33,19,88,106,135,123,12,9,False
7124404802,102,5,126,32,121,12,62,55,87,65,True
7124414511,13,104,110,109,5,21,69,128,85,54,False
7124418330,43,109,104,66,100,22,87,86,89,62,True
7124437593,32,87,22,11,19,4,126,21,64,62,True
7124444653,52,126,62,87,35,106,46,97,21,5,False
7124445224,119,84,114,89,111,104,138,85,105,97,True
7124467022,48,51,138,49,9,93,106,98,123,86,False
7124471427,72,76,121,86,100,41,5,119,96,84,True
7124481249,46,106,97,21,84,32,74,86,96,88,False
7124492364,70,138,107,5,22,137,51,32,46,86,False
7124513799,106,98,77,58,64,135,100,49,9,15,True
7124518025,104,109,86,90,5,18,84,63,98,120,False
7124519188,93,111,123,137,100,12,64,101,59,108,True
7124555814,64,98,107,90,42,120,16,59,69,5,True
7124563238,2,31,58,106,44,70,137,66,104,128,False
7124564668,44,78,64,91,128,63,9,74,20,104,False
7124610471,102,59,72,84,39,95,9,85,76,21,True
7124617007,49,76,9,85,3,62,101,71,104,14,True
7124647148,114,126,58,107,108,128,93,137,106,5,False
7124669135,10,85,96,9,74,6,126,121,73,5,False
7124687998,5,126,2,9,73,137,86,14,58,104,True
7124698067,9,5,98,19,73,114,45,66,88,55,False
7124761494,89,43,62,86,69,87,90,128,73,38,False
7124772165,32,22,26,114,138,104,62,5,88,73,False
7124774067,86,11,47,9,96,5,114,92,109,43,False
7124788576,10,43,57,107,11,109,114,62,86,66,False
7124806992,101,87,126,38,1,35,106,128,78,5,False
7124824413,18,9,73,102,106,96,6,126,121,64,True
7124892177,73,47,21,64,83,31,17,86,4,108,True
7124899503,47,106,95,9,5,126,19,58,86,73,True
7124920393,1,137,23,21,51,62,32,87,73,101,True
7124965163,109,13,111,98,87,9,32,69,3,12,False
7125008319,21,73,44,64,126,38,85,99,121,41,False
7125030990,106,62,105,9,70,73,39,138,100,101,False
7125035909,54,33,52,66,83,126,58,9,89,108,True
7125077995,86,137,51,2,70,121,12,129,126,87,False
7125117798,126,88,113,86,5,106,87,101,6,96,True
7125124856,97,1,58,37,106,138,22,39,86,98,False
7125130908,9,69,10,62,88,110,98,120,73,105,False
7125132739,71,64,137,121,41,57,114,9,73,74,True
7125171264,12,9,108,32,64,17,99,5,90,38,False
7125198869,126,86,88,108,12,64,14,1,106,26,False
7125209990,114,126,49,128,5,87,38,86,18,120,True
7125217511,138,32,100,123,17,62,14,5,58,126,True
7125231096,126,14,49,9,10,22,97,86,110,70,True
7125236705,75,47,38,62,73,46,69,53,86,110,False
7125242477,38,11,120,121,84,39,1,5,85,100,True
7125249249,43,5,73,90,60,70,19,69,68,86,True
7125280888,64,96,62,14,106,36,98,100,86,138,True
7125327787,120,31,38,86,4,114,23,63,107,5,True
7125355254,91,67,39,27,38,114,34,138,101,69,False
7125358383,104,123,10,39,64,49,37,35,86,74,True
7125366011,70,5,84,101,106,19,96,86,87,14,True
7125372580,88,54,128,58,126,108,109,5,86,17,False
7125399393,93,106,60,128,85,100,38,66,119,18,True
7125434145,138,89,98,51,5,72,11,93,137,33,True
7125450945,4,100,108,9,30,58,120,73,86,65,False
7125457650,73,86,70,110,57,96,109,75,5,126,False
7125461337,86,138,58,74,135,105,17,5,104,11,True
7125495027,138,66,106,9,88,85,73,108,86,126,True
7125528953,12,104,101,129,37,85,70,62,22,7,False
7125542217,87,17,108,86,4,85,100,38,105,6,False
7125590814,111,65,43,107,12,102,126,69,119,87,True
7125618787,21,43,129,86,54,100,106,10,58,16,False
7125633102,72,9,126,42,135,46,58,4,101,96,False
7125662426,37,93,16,106,123,46,69,91,128,126,True
