match_id,start_time,leaguename
7114899771,1681945314,DPC 2023 NA Spring Tour Division II – presented by PGL
7114954250,1681952131,DPC 2023 NA Spring Tour Division II – presented by PGL
7114982852,1681955260,DPC 2023 NA Spring Tour Division II – presented by PGL
7115054285,1681963235,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7115066666,1681963556,Ancients League
7115067271,1681963703,Destiny league
7115093561,1681966283,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7115096341,1681966354,Destiny league
7115096927,1681966376,Ancients League
7115120638,1681968543,Ancients League
7115122497,1681968804,Destiny league
7115134296,1681969784,ESportsBattle | DOTA2 SC4
7115153037,1681971495,Destiny league
7115161788,1681972184,Ancients League
7115168734,1681972775,ESportsBattle | DOTA2 SC4
7115176756,1681973995,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7115190115,1681974566,Destiny league
7115195579,1681974927,Ancients League
7115222747,1681977291,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7115227540,1681977328,Ancients League
7115229571,1681977473,ESportsBattle | DOTA2 SC4
7115230499,1681977578,Destiny league
7115239365,1681978211,European Pro League  2022-2023 Season
7115273999,1681980907,DreamLeague Season 19 powered by Intel
7115275487,1681980696,Destiny league
7115278678,1681980855,Ancients League
7115300970,1681982362,European Pro League  2022-2023 Season
7115308146,1681982864,Ultras Dota Pro League  2023
7115315354,1681983323,ESportsBattle | DOTA2 SC4
7115328231,1681984178,DreamLeague Season 19 powered by Intel
7115331155,1681984499,Destiny league
7115337441,1681984780,Ancients League
7115347193,1681985383,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7115367393,1681986600,ESportsBattle | DOTA2 SC4
7115372058,1681986878,Ultras Dota Pro League  2023
7115375164,1681987302,Destiny league
7115378677,1681987271,Ancients League
7115402697,1681988789,European Pro League  2022-2023 Season
7115405500,1681988902,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7115432930,1681990227,Destiny league
7115436185,1681990337,ESportsBattle | DOTA2 SC4
7115475342,1681992186,Ultras Dota Pro League  2023
7115481720,1681992436,European Pro League  2022-2023 Season
7115496899,1681993502,DreamLeague Season 19 powered by Intel
7115531064,1681994498,Ultras Dota Pro League  2023
7115534969,1681994651,ESportsBattle | DOTA2 SC4
7115552741,1681995754,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7115553983,1681995443,European Pro League  2022-2023 Season
7115615966,1681998061,DreamLeague Season 19 powered by Intel
7115631606,1681998260,Ultras Dota Pro League  2023
7115636736,1681998405,ESportsBattle | DOTA2 SC4
7115673491,1682000045,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7115681139,1682000131,European Pro League  2022-2023 Season
7115707859,1682000870,Ultras Dota Pro League  2023
7115748930,1682002284,ESportsBattle | DOTA2 SC4
7115760869,1682002949,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7115765590,1682002871,European Pro League  2022-2023 Season
7115775138,1682003495,Ultras Dota Pro League  2023
7115842646,1682006101,DreamLeague Season 19 powered by Intel
7115874194,1682006883,Dota 2 Space League
7115884373,1682007284,Ultras Dota Pro League  2023
7115887523,1682007366,ESportsBattle | DOTA2 SC4
7115931702,1682009760,DreamLeague Season 19 powered by Intel
7115938837,1682010303,Dota 2 Space League
7115945602,1682009745,Ultras Dota Pro League  2023
7115947791,1682009991,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7115964693,1682010555,ESportsBattle | DOTA2 SC4
7116018782,1682012997,Ultras Dota Pro League  2023
7116022745,1682013901,Dota 2 Space League
7116032846,1682013510,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7116038092,1682014022,DreamLeague Season 19 powered by Intel
7116039375,1682013797,ESportsBattle | DOTA2 SC4
7116127828,1682017904,Dota 2 Space League
7116132831,1682018703,DreamLeague Season 19 powered by Intel
7116182424,1682020843,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7116211558,1682022661,DreamLeague Season 19 powered by Intel
7116213836,1682022329,Dota 2 Space League
7116247563,1682024481,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7116261857,1682025927,Dota 2 Space League
7116302619,1682028999,Dota 2 Space League
7116335562,1682032036,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7116420936,1682037368,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7116526799,1682042521,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7116656225,1682049626,Ancients League
7116662198,1682050090,Destiny league
7116708252,1682052312,Ancients League
7116718813,1682053231,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7116725362,1682053368,Destiny league
7116745753,1682054177,ESportsBattle | DOTA2 SC4
7116766639,1682055201,Ancients League
7116779080,1682056174,Destiny league
7116800090,1682057094,ESportsBattle | DOTA2 SC4
7116809609,1682057553,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7116836149,1682058804,Destiny league
7116837657,1682058861,Ancients League
7116890950,1682061361,Destiny league
7116901137,1682061685,Ancients League
7116923640,1682062835,ESportsBattle | DOTA2 SC4
7116943970,1682064011,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7116947149,1682063992,Destiny league
7116959751,1682064371,Ancients League
7117011841,1682066663,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7117015096,1682066601,ESportsBattle | DOTA2 SC4
7117024077,1682066976,Destiny league
7117047135,1682067872,Ancients League
7117082512,1682069320,Destiny league
7117102847,1682070052,ESportsBattle | DOTA2 SC4
7117103038,1682070059,Ancients League
7117174952,1682074083,Destiny league
7117183575,1682073244,Ancients League
7117216019,1682074421,ESportsBattle | DOTA2 SC4
7117225221,1682074834,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7117235825,1682075112,Ancients League
7117266213,1682076136,Ultras Dota Pro League  2023
7117270646,1682076256,Destiny league
7117336146,1682078650,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7117348221,1682078674,Destiny league
7117353476,1682078719,ESportsBattle | DOTA2 SC4
7117372632,1682079261,Ultras Dota Pro League  2023
7117458330,1682081986,DPC 2023 WEU Spring Tour Division II – presented by PGL
7117489825,1682082381,ESportsBattle | DOTA2 SC4
7117600317,1682085128,ESportsBattle | DOTA2 SC4
7117681788,1682087269,DPC 2023 WEU Spring Tour Division II – presented by PGL
7117759871,1682088938,ESportsBattle | DOTA2 SC4
7117906782,1682093334,DPC 2023 WEU Spring Tour Division II – presented by PGL
7117937155,1682093544,Dota 2 Space League
7118049698,1682096969,Dota 2 Space League
7118080222,1682098007,DPC 2023 WEU Spring Tour Division II – presented by PGL
7118176377,1682100509,Dota 2 Space League
7118295482,1682104707,DPC 2023 WEU Spring Tour Division II – presented by PGL
7118302158,1682104992,Dota 2 Space League
7118387554,1682108544,Dota 2 Space League
7118424970,1682110117,DPC 2023 WEU Spring Tour Division II – presented by PGL
7118459209,1682111536,Dota 2 Space League
7118503468,1682114220,DPC 2023 NA Spring Tour Division II – presented by PGL
7118527355,1682115453,DPC 2023 WEU Spring Tour Division II – presented by PGL
7118528463,1682115292,Dota 2 Space League
7118560271,1682117980,DPC 2023 NA Spring Tour Division II – presented by PGL
7118567382,1682118048,Dota 2 Space League
7118627962,1682123479,DPC 2023 NA Spring Tour Division II – presented by PGL
7118661066,1682126727,DPC 2023 NA Spring Tour Division II – presented by PGL
7118719303,1682131060,DPC 2023 NA Spring Tour Division II – presented by PGL
7118748043,1682132644,GGWP Dragon Series 2
7118787769,1682135773,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7118795304,1682135645,GGWP Dragon Series 2
7118839686,1682138657,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7118878021,1682140488,ESportsBattle | DOTA2 SC4
7118900508,1682142197,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7118916773,1682142648,Destiny league
7118934075,1682143410,GGWP Dragon Series 2
7118937116,1682143563,ESportsBattle | DOTA2 SC4
7118963590,1682144926,Destiny league
7119026256,1682147692,ESportsBattle | DOTA2 SC4
7119027394,1682147760,Destiny league
7119030305,1682148102,Ultras Dota Pro League  2023
7119033460,1682148002,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7119036519,1682148133,GGWP Dragon Series 2
7119094414,1682150634,European Pro League  2022-2023 Season
7119100049,1682151205,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7119101952,1682150836,Ultras Dota Pro League  2023
7119118380,1682151558,Destiny league
7119126431,1682151802,ESportsBattle | DOTA2 SC4
7119149752,1682152705,Ancients League
7119155871,1682152940,GGWP Dragon Series 2
7119188329,1682154343,Destiny league
7119197773,1682154543,European Pro League  2022-2023 Season
7119210415,1682155207,Ultras Dota Pro League  2023
7119239165,1682156114,ESportsBattle | DOTA2 SC4
7119251557,1682156582,Ancients League
7119259890,1682157677,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7119260493,1682156987,Destiny league
7119260537,1682156924,GGWP Dragon Series 2
7119269951,1682157963,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7119305161,1682158619,Ultras Dota Pro League  2023
7119331101,1682159582,Ancients League
7119347599,1682160250,Destiny league
7119375495,1682161199,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7119394028,1682162238,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7119417942,1682162673,ESportsBattle | DOTA2 SC4
7119501810,1682165422,Ancients League
7119533391,1682166435,Dota 2 - Nepal League
7119559061,1682167150,ESportsBattle | DOTA2 SC4
7119577917,1682168106,DreamLeague Season 19 powered by Intel
7119582947,1682167839,Ancients League
7119588186,1682168482,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7119676880,1682170483,Ancients League
7119695715,1682171523,DreamLeague Season 19 powered by Intel
7119737569,1682172152,ESportsBattle | DOTA2 SC4
7119749558,1682172505,Dota 2 - Nepal League
7119765928,1682173104,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7119779250,1682173275,Ancients League
7119879725,1682176044,Ancients League
7119885413,1682176922,DreamLeague Season 19 powered by Intel
7119915183,1682177053,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7119986843,1682179230,Ancients League
7119991703,1682179834,Dota 2 Space League
7120022865,1682180425,TD2L Spring Pro Series Season
7120023171,1682180577,TD2L Spring Pro Series Season
7120039533,1682180949,TD2L Spring Pro Series Season
7120060434,1682181616,Ancients League
7120085930,1682183163,DreamLeague Season 19 powered by Intel
7120110738,1682183422,Dota 2 Space League
7120145694,1682184542,TD2L Spring Pro Series Season
7120157287,1682185011,TD2L Spring Pro Series Season
7120194472,1682186318,TD2L Spring Pro Series Season
7120196116,1682187133,DreamLeague Season 19 powered by Intel
7120200515,1682186567,Dota 2 Space League
7120224573,1682187561,TD2L Spring Pro Series Season
7120282320,1682190389,TD2L Spring Pro Series Season
7120303635,1682190448,TD2L Spring Pro Series Season
7120313265,1682190927,Dota 2 Space League
7120332261,1682191510,TD2L Spring Pro Series Season
7120385305,1682193925,Dota 2 Space League
7120401801,1682194292,TD2L Spring Pro Series Season
7120410176,1682194815,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7120422520,1682195175,TD2L Spring Pro Series Season
7120430741,1682195534,TD2L Spring Pro Series Season
7120473394,1682197583,TD2L Spring Pro Series Season
7120473818,1682197642,Dota 2 Space League
7120487987,1682198283,TD2L Spring Pro Series Season
7120502848,1682199022,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7120515941,1682199775,TD2L Spring Pro Series Season
7120534320,1682200833,Dota 2 Space League
7120539786,1682201102,TD2L Spring Pro Series Season
7120562962,1682202589,TD2L Spring Pro Series Season
7120571656,1682203203,Dota 2 Space League
7120588479,1682204383,TD2L Spring Pro Series Season
7120629456,1682207788,TD2L Spring Pro Series Season
7120760830,1682218893,Destiny league
7120769506,1682219460,GGWP Dragon Series 2
7120797930,1682222330,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7120803325,1682221902,GGWP Dragon Series 2
7120805900,1682222132,Destiny league
7120844319,1682224696,Destiny league
7120859470,1682225840,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7120859639,1682226001,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7120871042,1682226355,ESportsBattle | DOTA2 SC5
7120887282,1682227423,Destiny league
7120906564,1682229089,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7120913705,1682229189,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7120932362,1682230039,ESportsBattle | DOTA2 SC5
7120935668,1682230224,GGWP Dragon Series 2
7120935943,1682230258,Destiny league
7120965232,1682232386,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7120987726,1682233057,Destiny league
7121001446,1682234047,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7121001886,1682233744,ESportsBattle | DOTA2 SC5
7121006041,1682233949,GGWP Dragon Series 2
7121015612,1682234584,Ultras Dota Pro League  2023
7121064365,1682236840,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7121068109,1682236950,Destiny league
7121082868,1682237566,ESportsBattle | DOTA2 SC5
7121091529,1682238033,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7121103861,1682238491,Ultras Dota Pro League  2023
7121126014,1682239450,GGWP Dragon Series 2
7121132192,1682239826,Destiny league
7121144918,1682240756,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7121190396,1682242339,Ultras Dota Pro League  2023
7121202596,1682242716,Destiny league
7121224967,1682243580,GGWP Dragon Series 2
7121226705,1682244056,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7121256314,1682244863,Destiny league
7121270254,1682245362,Ultras Dota Pro League  2023
7121313738,1682247303,DreamLeague Season 19 powered by Intel
7121316753,1682247100,Ancients League
7121327411,1682247974,European Pro League  2022-2023 Season
7121328748,1682247567,Destiny league
7121331915,1682247726,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7121338689,1682247892,Ultras Dota Pro League  2023
7121343942,1682248082,ESportsBattle | DOTA2 SC5
7121345114,1682248123,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7121409621,1682250317,Ancients League
7121418007,1682251144,DreamLeague Season 19 powered by Intel
7121445429,1682251548,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7121447402,1682251520,YouTube SIVVIT - Big Russian Show
7121447808,1682251532,YouTube SIVVIT - Big Russian Show
7121448848,1682251599,Ultras Dota Pro League  2023
7121449522,1682251585,YouTube SIVVIT - Big Russian Show
7121461919,1682251964,YouTube SIVVIT - Big Russian Show
7121472856,1682252290,ESportsBattle | DOTA2 SC5
7121482769,1682252600,European Pro League  2022-2023 Season
7121521515,1682253745,Ancients League
7121524512,1682254500,DPC 2023 WEU Spring Tour Division II – presented by PGL
7121557264,1682254763,Ultras Dota Pro League  2023
7121578039,1682255346,YouTube SIVVIT - Big Russian Show
7121580741,1682255422,YouTube SIVVIT - Big Russian Show
7121583282,1682255493,ESportsBattle | DOTA2 SC5
7121593589,1682255782,YouTube SIVVIT - Big Russian Show
7121602112,1682256016,YouTube SIVVIT - Big Russian Show
7121613282,1682256327,Ancients League
7121657776,1682257969,DPC 2023 WEU Spring Tour Division II – presented by PGL
7121689345,1682258549,European Pro League  2022-2023 Season
7121704497,1682258808,Ultras Dota Pro League  2023
7121706094,1682258850,Ancients League
7121723877,1682259335,ESportsBattle | DOTA2 SC5
7121740499,1682260010,DreamLeague Season 19 powered by Intel
7121765659,1682260489,YouTube SIVVIT - Big Russian Show
7121773859,1682260717,YouTube SIVVIT - Big Russian Show
7121818140,1682261985,ESportsBattle | DOTA2 SC5
7121823283,1682262137,Ancients League
7121826788,1682262279,Ultras Dota Pro League  2023
7121841047,1682262652,European Pro League  2022-2023 Season
7121876704,1682263724,Ancients League
7121890931,1682264509,DPC 2023 WEU Spring Tour Division II – presented by PGL
7121894134,1682264264,YouTube SIVVIT - Big Russian Show
7121895328,1682265121,DreamLeague Season 19 powered by Intel
7121960606,1682266385,Ultras Dota Pro League  2023
7121982642,1682267115,YouTube SIVVIT - Big Russian Show
7122001867,1682268385,DPC 2023 WEU Spring Tour Division II – presented by PGL
7122028845,1682269261,DreamLeague Season 19 powered by Intel
7122060059,1682269985,European Pro League  2022-2023 Season
7122089513,1682270934,TD2L Spring Pro Series Season
7122093164,1682271095,TD2L Spring Pro Series Season
7122123248,1682272467,DPC 2023 WEU Spring Tour Division II – presented by PGL
7122139268,1682272814,Dota 2 Space League
7122142333,1682272884,European Pro League  2022-2023 Season
7122163122,1682274540,DreamLeague Season 19 powered by Intel
7122189665,1682274708,TD2L Spring Pro Series Season
7122190240,1682274750,TD2L Spring Pro Series Season
7122226931,1682276220,Dota 2 Space League
7122259749,1682278303,DreamLeague Season 19 powered by Intel
7122264740,1682278239,DPC 2023 WEU Spring Tour Division II – presented by PGL
7122290636,1682278919,Dota 2 Space League
7122307683,1682280002,1XPLORE Series LATAM #2
7122327016,1682280645,TD2L Spring Pro Series Season
7122346594,1682282172,DPC 2023 WEU Spring Tour Division II – presented by PGL
7122359723,1682282302,Dota 2 Space League
7122404291,1682284821,1XPLORE Series LATAM #2
7122409284,1682285202,TD2L Spring Pro Series Season
7122413888,1682285882,DPC 2023 WEU Spring Tour Division II – presented by PGL
7122414208,1682285513,Dota 2 Space League
7122430711,1682286972,DPC 2023 NA Spring Tour Division II – presented by PGL
7122459389,1682288758,Dota 2 Space League
7122461891,1682289070,TD2L Spring Pro Series Season
7122467503,1682290217,1XPLORE Series LATAM #2
7122476857,1682290614,DPC 2023 NA Spring Tour Division II – presented by PGL
7122499870,1682292369,Dota 2 Space League
7122521967,1682295001,1XPLORE Series LATAM #2
7122567425,1682299131,1XPLORE Series LATAM #2
7122587236,1682301565,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7122593344,1682302307,1XPLORE Series LATAM #2
7122632975,1682305193,GGWP Dragon Series 2
7122638320,1682305766,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7122660772,1682307676,GGWP Dragon Series 2
7122667422,1682308445,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7122675403,1682309110,Destiny league
7122684700,1682309776,Ancients League
7122705303,1682311554,Destiny league
7122709645,1682311881,Ancients League
7122717247,1682313288,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7122719972,1682312728,ESportsBattle | DOTA2 SC5
7122742857,1682314704,Destiny league
7122748138,1682315028,Ancients League
7122764667,1682316889,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7122771341,1682316872,GGWP Dragon Series 2
7122775609,1682317204,ESportsBattle | DOTA2 SC5
7122781656,1682317668,Destiny league
7122786048,1682318003,Ancients League
7122812986,1682319969,GGWP Dragon Series 2
7122817128,1682320295,Destiny league
7122822552,1682320635,Ancients League
7122834589,1682321659,DPC 2023 CN Spring Tour Division II - presented by Perfect World Esports
7122834696,1682321667,ESportsBattle | DOTA2 SC5
7122855349,1682323530,European Pro League  2022-2023 Season
7122857681,1682323235,Ancients League
7122859797,1682323376,GGWP Dragon Series 2
7122903415,1682326082,Ancients League
7122914634,1682326750,ESportsBattle | DOTA2 SC5
7122920185,1682327086,GGWP Dragon Series 2
7122935447,1682327991,European Pro League  2022-2023 Season
7122940156,1682328341,Destiny league
7122942992,1682328461,Ultras Dota Pro League  2023
7122947549,1682328702,Ancients League
7122969221,1682329942,ESportsBattle | DOTA2 SC5
7122971716,1682330420,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7122975251,1682330342,Destiny league
7122991834,1682331186,Ultras Dota Pro League  2023
7123011493,1682332207,Ancients League
7123021647,1682332783,Destiny league
7123030776,1682333987,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7123058359,1682334449,ESportsBattle | DOTA2 SC5
7123059679,1682335267,European Pro League  2022-2023 Season
7123075551,1682335217,Ancients League
7123093193,1682335977,Ultras Dota Pro League  2023
7123098824,1682336255,Destiny league
7123152152,1682338268,ESportsBattle | DOTA2 SC5
7123163670,1682338683,European Pro League  2022-2023 Season
7123180347,1682339349,Destiny league
7123194742,1682339782,Ultras Dota Pro League  2023
7123227632,1682341327,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7123266745,1682343019,European Pro League  2022-2023 Season
7123302036,1682343277,ESportsBattle | DOTA2 SC5
7123326906,1682344083,Ultras Dota Pro League  2023
7123333836,1682344553,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7123435191,1682347319,Ultras Dota Pro League  2023
7123439106,1682348280,European Pro League  2022-2023 Season
7123441694,1682347517,ESportsBattle | DOTA2 SC5
7123553510,1682351133,Ultras Dota Pro League  2023
7123556694,1682351184,European Pro League  2022-2023 Season
7123566487,1682351514,ESportsBattle | DOTA2 SC5
7123587850,1682352257,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7123593705,1682352493,Dota 2 Space League
7123672036,1682355338,Dota 2 Space League
7123686445,1682355850,ESportsBattle | DOTA2 SC5
7123686861,1682356239,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7123695093,1682356247,European Pro League  2022-2023 Season
7123720504,1682357208,Ultras Dota Pro League  2023
7123779589,1682359561,Dota 2 Space League
7123798209,1682360693,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7123824887,1682361343,European Pro League  2022-2023 Season
7123844647,1682362669,DPC 2023 NA Spring Tour Division II – presented by PGL
7123849174,1682363119,Dota 2 Space League
7123923335,1682366008,DPC 2023 NA Spring Tour Division II – presented by PGL
7123937766,1682366447,1XPLORE Series LATAM #2
7123973496,1682368418,Dota 2 Space League
7124037387,1682372293,1XPLORE Series LATAM #2
7124038650,1682372507,Dota 2 Space League
7124045912,1682373563,DPC 2023 NA Spring Tour Division II – presented by PGL
7124078353,1682375829,Dota 2 Space League
7124083544,1682376692,1XPLORE Series LATAM #2
7124103976,1682378468,DPC 2023 NA Spring Tour Division II – presented by PGL
7124115083,1682379561,1XPLORE Series LATAM #2
7124148968,1682383471,1XPLORE Series LATAM #2
7124188537,1682387470,1XPLORE Series LATAM #2
7124245416,1682392758,GGWP Dragon Series 2
7124273208,1682395507,Destiny league
7124274335,1682395451,Ancients League
7124294066,1682397141,GGWP Dragon Series 2
7124301654,1682397785,Ancients League
7124301826,1682397928,Destiny league
7124317890,1682399150,ESportsBattle | DOTA2 SC5
7124327249,1682399995,Ultras Dota Pro League  2023
7124332850,1682400375,Ancients League
7124345024,1682401527,Destiny league
7124361346,1682402705,GGWP Dragon Series 2
7124361476,1682402715,ESportsBattle | DOTA2 SC5
7124362390,1682402787,Ultras Dota Pro League  2023
7124365357,1682403022,Ancients League
7124374675,1682403908,Destiny league
7124393706,1682405195,Ancients League
7124399402,1682405611,GGWP Dragon Series 2
7124404802,1682405998,ESportsBattle | DOTA2 SC5
7124414511,1682406728,Destiny league
7124418330,1682407163,Ultras Dota Pro League  2023
7124437593,1682408292,Ancients League
7124444653,1682408798,Destiny league
7124445224,1682408807,ESportsBattle | DOTA2 SC5
7124467022,1682410210,GGWP Dragon Series 2
7124471427,1682410483,Ancients League
7124481249,1682411121,Destiny league
7124492364,1682411769,Ultras Dota Pro League  2023
7124513799,1682413091,GGWP Dragon Series 2
7124518025,1682413437,Destiny league
7124519188,1682413422,Ancients League
7124555814,1682415683,Destiny league
7124563238,1682416165,Ultras Dota Pro League  2023
7124564668,1682416088,Ancients League
7124610471,1682418609,Ancients League
7124617007,1682418948,Ultras Dota Pro League  2023
7124647148,1682420781,European Pro League  2022-2023 Season
7124669135,1682424153,ESportsBattle | DOTA2 SC5
7124687998,1682424630,Ultras Dota Pro League  2023
7124698067,1682424932,European Pro League  2022-2023 Season
7124761494,1682427659,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7124772165,1682427646,Ultras Dota Pro League  2023
7124774067,1682427928,European Pro League  2022-2023 Season
7124788576,1682428197,Contest Pro League Season 2
7124806992,1682428777,Ultras Dota Pro League  2023
7124824413,1682429311,ESportsBattle | DOTA2 SC5
7124892177,1682431694,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7124899503,1682431596,Ultras Dota Pro League  2023
7124920393,1682432265,Contest Pro League Season 2
7124965163,1682433748,European Pro League  2022-2023 Season
7125008319,1682434958,ESportsBattle | DOTA2 SC5
7125030990,1682435748,Ultras Dota Pro League  2023
7125035909,1682436016,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7125077995,1682437299,Contest Pro League Season 2
7125117798,1682438604,Ultras Dota Pro League  2023
7125124856,1682439205,Dota 2 Space League
7125130908,1682439067,European Pro League  2022-2023 Season
7125132739,1682439133,ESportsBattle | DOTA2 SC5
7125171264,1682440868,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7125198869,1682441594,Contest Pro League Season 2
7125209990,1682442220,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7125217511,1682442443,Ultras Dota Pro League  2023
7125231096,1682443628,Dota 2 Space League
7125236705,1682443269,European Pro League  2022-2023 Season
7125242477,1682443301,ESportsBattle | DOTA2 SC5
7125249249,1682443934,DPC 2023 EEU Spring Tour Division II - presented by Paragon Events
7125280888,1682444832,Ultras Dota Pro League  2023
7125327787,1682446785,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7125355254,1682448227,European Pro League  2022-2023 Season
7125358383,1682448401,Dota 2 Space League
7125366011,1682448493,Ultras Dota Pro League  2023
7125372580,1682448951,DPC 2023 WEU Spring Tour Division II – presented by PGL
7125399393,1682449918,DPC 2023 SA Spring Tour Division II – presented by ESB Liga Esports
7125434145,1682451543,European Pro League  2022-2023 Season
7125450945,1682452901,1XPLORE Series LATAM #2
7125457650,1682452786,DPC 2023 WEU Spring Tour Division II – presented by PGL
7125461337,1682452945,Dota 2 Space League
7125495027,1682454982,European Pro League  2022-2023 Season
7125528953,1682457052,Dota 2 Space League
7125542217,1682457893,1XPLORE Series LATAM #2
7125590814,1682463244,1XPLORE Series LATAM #2
7125618787,1682465850,Dota 2 Space League
7125633102,1682467558,1XPLORE Series LATAM #2
7125662426,1682471410,DPC 2023 NA Spring Tour Division II – presented by PGL
7125682558,1682472826,1XPLORE Series LATAM #2
7125701698,1682475233,DPC 2023 NA Spring Tour Division II – presented by PGL
7125722022,1682477131,1XPLORE Series LATAM #2
7125742750,1682478507,GGWP Dragon Series 2
7125771403,1682481144,GGWP Dragon Series 2
7125780271,1682481952,Ancients League
7125787476,1682482654,Destiny league
7125809859,1682484559,Ancients League
7125813501,1682485220,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7125814449,1682485013,Destiny league
7125834990,1682486739,Ultras Dota Pro League  2023
7125835834,1682486759,Ancients League
7125852375,1682488343,Destiny league
7125856660,1682488653,ESportsBattle | DOTA2 SC5
7125857500,1682488817,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7125860523,1682489002,GGWP Dragon Series 2
7125861743,1682489109,Ultras Dota Pro League  2023
7125869933,1682489807,Ancients League
7125885456,1682491200,Destiny league
7125898898,1682492187,ESportsBattle | DOTA2 SC5
7125902848,1682492491,Ancients League
7125908839,1682492951,GGWP Dragon Series 2
7125910934,1682493156,Ultras Dota Pro League  2023
7125914743,1682493522,Destiny league
7125944620,1682495574,Ancients League
7125949168,1682496049,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7125955437,1682496338,GGWP Dragon Series 2
7125960376,1682496680,Ultras Dota Pro League  2023
7125960675,1682496765,Destiny league
7125965367,1682497024,ESportsBattle | DOTA2 SC5
7125986350,1682498452,Ancients League
7126009355,1682499989,GGWP Dragon Series 2
7126015413,1682500419,Destiny league
7126017706,1682500785,Ultras Dota Pro League  2023
7126027509,1682501417,DPC 2023 SEA Spring Tour Division II - presented by Epulze
7126034086,1682501619,Ancients League
7126048768,1682503201,ESL One The Berlin Major powered by Intel
